Artikelnummer,Beschreibung,Farbe,Farbbezeichnung,Grösse,Barcode,EK,UVP,Statistische Warennummer,Gewicht,Bemerkung Lieferbarkeit,Qualität,Zertifizierung
404815-98-5456,"Herren-Shirt, langarm, IVN BEST - schiefer - 54/56",98,schiefer,5456,4046304241332,22.75,54.6,61099020,0.227,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404870-01-3840,"Damen-Shirt, kurzarm, IVN BEST - natur - 38/40",1,natur,3840,4046304250129,13.15,31.55,61099020,0.122,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404870-01-4244,"Damen-Shirt, kurzarm, IVN BEST - natur - 42/44",1,natur,4244,4046304250136,13.95,33.5,61099020,0.144,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404870-01-4648,"Damen-Shirt, kurzarm, IVN BEST - natur - 46/48",1,natur,4648,4046304250143,14.75,35.4,61099020,0.146,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404875-018E-3436,"Damen-Shirt, kurzarm, IVN BEST - safran melange - 34/36",018E,safran melange,3436,4046304251089,15.55,37.3,61099020,0.122,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404875-018E-3840,"Damen-Shirt, kurzarm, IVN BEST - safran melange - 38/40",018E,safran melange,3840,4046304251096,16,38.4,61099020,0.144,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404875-018E-4244,"Damen-Shirt, kurzarm, IVN BEST - safran melange - 42/44",018E,safran melange,4244,4046304251102,16.45,39.5,61099020,0.146,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404875-018E-4648,"Damen-Shirt, kurzarm, IVN BEST - safran melange - 46/48",018E,safran melange,4648,4046304251119,16.9,40.55,61099020,0.152,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404875-98-3436,"Damen-Shirt, kurzarm, IVN BEST - schiefer - 34/36",98,schiefer,3436,4046304241349,15.55,37.3,61099020,0.122,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404875-98-3840,"Damen-Shirt, kurzarm, IVN BEST - schiefer - 38/40",98,schiefer,3840,4046304241356,16,38.4,61099020,0.144,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404875-98-4244,"Damen-Shirt, kurzarm, IVN BEST - schiefer - 42/44",98,schiefer,4244,4046304241363,16.45,39.5,61099020,0.146,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404875-98-4648,"Damen-Shirt, kurzarm, IVN BEST - schiefer - 46/48",98,schiefer,4648,4046304241370,16.9,40.55,61099020,0.152,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404970-01-3840,"Damen-Shirt, langarm, IVN BEST - natur - 38/40",1,natur,3840,4046304250150,17.5,42,61099020,0.153,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404970-01-4244,"Damen-Shirt, langarm, IVN BEST - natur - 42/44",1,natur,4244,4046304250167,18.3,43.9,61099020,0.171,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404970-01-4648,"Damen-Shirt, langarm, IVN BEST - natur - 46/48",1,natur,4648,4046304250174,19.1,45.85,61099020,0.181,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404975-018E-3436,"Damen-Shirt, langarm, IVN BEST - safran melange - 34/36",018E,safran melange,3436,4046304251126,20.25,48.6,61099020,0.153,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404975-018E-3840,"Damen-Shirt, langarm, IVN BEST - safran melange - 38/40",018E,safran melange,3840,4046304251133,20.5,49.2,61099020,0.171,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404975-018E-4244,"Damen-Shirt, langarm, IVN BEST - safran melange - 42/44",018E,safran melange,4244,4046304251140,20.75,49.8,61099020,0.181,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404975-018E-4648,"Damen-Shirt, langarm, IVN BEST - safran melange - 46/48",018E,safran melange,4648,4046304251157,21,50.4,61099020,0.191,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404975-98-3436,"Damen-Shirt, langarm, IVN BEST - schiefer - 34/36",98,schiefer,3436,4046304241387,20.25,48.6,61099020,0.153,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404975-98-3840,"Damen-Shirt, langarm, IVN BEST - schiefer - 38/40",98,schiefer,3840,4046304241394,20.5,49.2,61099020,0.171,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404975-98-4244,"Damen-Shirt, langarm, IVN BEST - schiefer - 42/44",98,schiefer,4244,4046304241400,20.75,49.8,61099020,0.181,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404975-98-4648,"Damen-Shirt, langarm, IVN BEST - schiefer - 46/48",98,schiefer,4648,4046304241417,21,50.4,61099020,0.191,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
405550-01-5056,"Baby-Häubchen, IVN BEST - natur - 50/56",1,natur,5056,4046304023808,4.45,10.7,65050090,0.033,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
405550-01-6268,"Baby-Häubchen, IVN BEST - natur - 62/68",1,natur,6268,4046304023815,4.6,11.05,65050090,0.033,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
405550-01-7480,"Baby-Häubchen, IVN BEST - natur - 74/80",1,natur,7480,4046304023822,4.75,11.4,65050090,0.038,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
405550-060-5056,"Baby-Häubchen, IVN BEST - rot melange - 50/56",60,rot melange,5056,4046304191750,4.8,11.5,65050090,0.035,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
405550-060-6268,"Baby-Häubchen, IVN BEST - rot melange - 62/68",60,rot melange,6268,4046304191767,4.9,11.75,65050090,0.037,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
405550-060-7480,"Baby-Häubchen, IVN BEST - rot melange - 74/80",60,rot melange,7480,4046304191774,5,12,65050090,0.041,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
405550-080-5056,"Baby-Häubchen, IVN BEST - blau melange - 50/56",80,blau melange,5056,4046304191781,4.8,11.5,65050090,0.035,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
405550-080-6268,"Baby-Häubchen, IVN BEST - blau melange - 62/68",80,blau melange,6268,4046304191798,4.9,11.75,65050090,0.037,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
405550-080-7480,"Baby-Häubchen, IVN BEST - blau melange - 74/80",80,blau melange,7480,4046304191804,5,12,65050090,0.041,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
407510-01-6268,"Baby-Schlupfhemd, langarm, IVN BEST - natur - 62/68",1,natur,6268,4046304023938,7.95,19.1,61119019,0.072,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
407510-01-7480,"Baby-Schlupfhemd, langarm, IVN BEST - natur - 74/80",1,natur,7480,4046304023945,8.5,20.4,61119019,0.075,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
407510-01-8692,"Baby-Schlupfhemd, langarm, IVN BEST - natur - 86/92",1,natur,8692,4046304023952,9.05,21.7,61119019,0.082,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
407510-01-98104,"Baby-Schlupfhemd, langarm, IVN BEST - natur - 98/104",1,natur,98104,4046304023969,9.6,23.05,61119019,0.092,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
407600-060-104,"Kinder-Hose, lang, IVN BEST - rot melange - 104",60,rot melange,104,4046304191484,13.2,31.7,61071900,0.1,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
407600-060-116,"Kinder-Hose, lang, IVN BEST - rot melange - 116",60,rot melange,116,4046304191491,14.45,34.7,61071900,0.12,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
407600-060-128,"Kinder-Hose, lang, IVN BEST - rot melange - 128",60,rot melange,128,4046304191507,15.7,37.7,61071900,0.14,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
407600-060-140,"Kinder-Hose, lang, IVN BEST - rot melange - 140",60,rot melange,140,4046304191514,16.95,40.7,61071900,0.16,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
407600-060-92,"Kinder-Hose, lang, IVN BEST - rot melange - 92",60,rot melange,92,4046304191477,11.95,28.7,61071900,0.08,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
407600-080-104,"Kinder-Hose, lang, IVN BEST - blau melange - 104",80,blau melange,104,4046304191538,13.2,31.7,61071900,0.1,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
407600-080-116,"Kinder-Hose, lang, IVN BEST - blau melange - 116",80,blau melange,116,4046304191545,14.45,34.7,61071900,0.12,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
407600-080-128,"Kinder-Hose, lang, IVN BEST - blau melange - 128",80,blau melange,128,4046304191552,15.7,37.7,61071900,0.14,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
407600-080-140,"Kinder-Hose, lang, IVN BEST - blau melange - 140",80,blau melange,140,4046304191569,16.95,40.7,61071900,0.16,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
407600-080-92,"Kinder-Hose, lang, IVN BEST - blau melange - 92",80,blau melange,92,4046304191521,11.95,28.7,61071900,0.08,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
407800-01-104,"Kinder-Unterhemd, kurzarm, IVN BEST - natur - 104",1,natur,104,4046304023983,8,19.2,61099020,0.081,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
407800-01-116,"Kinder-Unterhemd, kurzarm, IVN BEST - natur - 116",1,natur,116,4046304023990,8.5,20.4,61099020,0.083,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
407800-01-128,"Kinder-Unterhemd, kurzarm, IVN BEST - natur - 128",1,natur,128,4046304024003,9,21.6,61099020,0.091,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
407800-01-140,"Kinder-Unterhemd, kurzarm, IVN BEST - natur - 140",1,natur,140,4046304024010,9.5,22.8,61099020,0.1,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
407800-01-152,"Kinder-Unterhemd, kurzarm, IVN BEST - natur - 152",1,natur,152,4046304024027,10,24,61099020,0.106,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
407800-01-92,"Kinder-Unterhemd, kurzarm, IVN BEST - natur - 92",1,natur,92,4046304023976,7.5,18,61099020,0.07,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
407810-01-104,"Kinder-Unterhemd, langarm, IVN BEST - natur - 104",1,natur,104,4046304024065,9.4,22.55,61099020,0.094,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
407810-01-116,"Kinder-Unterhemd, langarm, IVN BEST - natur - 116",1,natur,116,4046304024072,9.8,23.5,61099020,0.098,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
407810-01-128,"Kinder-Unterhemd, langarm, IVN BEST - natur - 128",1,natur,128,4046304024089,10.6,25.45,61099020,0.106,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
407810-01-140,"Kinder-Unterhemd, langarm, IVN BEST - natur - 140",1,natur,140,4046304024096,11.4,27.35,61099020,0.119,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
407810-01-152,"Kinder-Unterhemd, langarm, IVN BEST - natur - 152",1,natur,152,4046304024102,12.2,29.3,61099020,0.129,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
407810-01-92,"Kinder-Unterhemd, langarm, IVN BEST - natur - 92",1,natur,92,4046304024058,9,21.6,61099020,0.078,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
408000-01-104,"Kinder-Achselhemd, IVN BEST - natur - 104",1,natur,104,4046304024140,7.1,17.05,61099020,0.068,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
408000-01-116,"Kinder-Achselhemd, IVN BEST - natur - 116",1,natur,116,4046304024157,7.45,17.9,61099020,0.075,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
408000-01-128,"Kinder-Achselhemd, IVN BEST - natur - 128",1,natur,128,4046304024164,7.8,18.7,61099020,0.08,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
408000-01-140,"Kinder-Achselhemd, IVN BEST - natur - 140",1,natur,140,4046304024171,8.15,19.55,61099020,0.085,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
408000-01-152,"Kinder-Achselhemd, IVN BEST - natur - 152",1,natur,152,4046304024188,8.5,20.4,61099020,0.082,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
408000-01-92,"Kinder-Achselhemd, IVN BEST - natur - 92",1,natur,92,4046304024133,6.75,16.2,61099020,0.06,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
409010-01-110116,"Baby-Body, langarm, IVN Best - natur - 110/116",1,natur,110116,4046304024324,12.05,28.9,61119019,0.118,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
409010-01-5056,"Baby-Body, langarm, IVN Best - natur - 50/56",1,natur,5056,4046304024270,9.55,22.9,61119019,0.074,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
409010-01-6268,"Baby-Body, langarm, IVN Best - natur - 62/68",1,natur,6268,4046304024287,10.05,24.1,61119019,0.075,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
409010-01-7480,"Baby-Body, langarm, IVN Best - natur - 74/80",1,natur,7480,4046304024294,10.55,25.3,61119019,0.088,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
409010-01-8692,"Baby-Body, langarm, IVN Best - natur - 86/92",1,natur,8692,4046304024300,11.05,26.5,61119019,0.086,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
409010-01-98104,"Baby-Body, langarm, IVN Best - natur - 98/104",1,natur,98104,4046304024317,11.55,27.7,61119019,0.097,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
425592-081-1,"Kinder-Schlauchschal, IVN BEST - blau melange/natur (9:9) - 1",81,blau melange/natur (9:9),1,4046304201985,6.75,16.2,61171000,0.061,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
427510-061-6268,"Baby-Schlupfhemd, langarm, IVN BEST - rot melange/natur (9:9) - 62/68",61,rot melange/natur (9:9),6268,4046304191576,9.45,22.7,61119019,0.042,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
427510-061-7480,"Baby-Schlupfhemd, langarm, IVN BEST - rot melange/natur (9:9) - 74/80",61,rot melange/natur (9:9),7480,4046304191583,10.15,24.35,61119019,0.052,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
427510-061-8692,"Baby-Schlupfhemd, langarm, IVN BEST - rot melange/natur (9:9) - 86/92",61,rot melange/natur (9:9),8692,4046304191590,10.85,26.05,61119019,0.061,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
427510-061-98104,"Baby-Schlupfhemd, langarm, IVN BEST - rot melange/natur (9:9) - 98/104",61,rot melange/natur (9:9),98104,4046304191606,11.55,27.7,61119019,0.072,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
427510-081-6268,"Baby-Schlupfhemd, langarm, IVN BEST - blau melange/natur (9:9) - 62/68",81,blau melange/natur (9:9),6268,4046304191613,9.45,22.7,61119019,0.042,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
427510-081-7480,"Baby-Schlupfhemd, langarm, IVN BEST - blau melange/natur (9:9) - 74/80",81,blau melange/natur (9:9),7480,4046304191620,10.15,24.35,61119019,0.052,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
427510-081-8692,"Baby-Schlupfhemd, langarm, IVN BEST - blau melange/natur (9:9) - 86/92",81,blau melange/natur (9:9),8692,4046304191637,10.85,26.05,61119019,0.061,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
427510-081-98104,"Baby-Schlupfhemd, langarm, IVN BEST - blau melange/natur (9:9) - 98/104",81,blau melange/natur (9:9),98104,4046304191644,11.55,27.7,61119019,0.072,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
427610-061-104,"Kinder-Pulli, IVN BEST - rot melange/natur (9:9) - 104",61,rot melange/natur (9:9),104,4046304191385,15.85,38.05,61101130,0.11,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
427610-061-116,"Kinder-Pulli, IVN BEST - rot melange/natur (9:9) - 116",61,rot melange/natur (9:9),116,4046304191392,16.55,39.7,61101130,0.125,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
427610-061-128,"Kinder-Pulli, IVN BEST - rot melange/natur (9:9) - 128",61,rot melange/natur (9:9),128,4046304191408,18.55,44.5,61101130,0.16,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
427610-061-140,"Kinder-Pulli, IVN BEST - rot melange/natur (9:9) - 140",61,rot melange/natur (9:9),140,4046304191415,19.55,46.9,61101130,0.18,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
427610-061-92,"Kinder-Pulli, IVN BEST - rot melange/natur (9:9) - 92",61,rot melange/natur (9:9),92,4046304191378,15.15,36.35,61101130,0.1,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
427610-081-104,"Kinder-Pulli, IVN BEST - blau melange/natur (9:9) - 104",81,blau melange/natur (9:9),104,4046304191439,15.85,38.05,61101130,0.11,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
427610-081-116,"Kinder-Pulli, IVN BEST - blau melange/natur (9:9) - 116",81,blau melange/natur (9:9),116,4046304191446,16.55,39.7,61101130,0.125,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
427610-081-128,"Kinder-Pulli, IVN BEST - blau melange/natur (9:9) - 128",81,blau melange/natur (9:9),128,4046304191453,18.55,44.5,61101130,0.16,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
427610-081-140,"Kinder-Pulli, IVN BEST - blau melange/natur (9:9) - 140",81,blau melange/natur (9:9),140,4046304191460,19.55,46.9,61101130,0.18,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
427610-081-92,"Kinder-Pulli, IVN BEST - blau melange/natur (9:9) - 92",81,blau melange/natur (9:9),92,4046304191422,15.15,36.35,61101130,0.1,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
427810-061-104,"Kinder-Unterhemd, langarm, IVN BEST - rot melange/natur (9:9) - 104",61,rot melange/natur (9:9),104,4046304191903,11.75,28.2,61099020,0.07,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
427810-061-116,"Kinder-Unterhemd, langarm, IVN BEST - rot melange/natur (9:9) - 116",61,rot melange/natur (9:9),116,4046304191910,12.55,30.1,61099020,0.08,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
427810-061-128,"Kinder-Unterhemd, langarm, IVN BEST - rot melange/natur (9:9) - 128",61,rot melange/natur (9:9),128,4046304191927,14.55,34.9,61099020,0.09,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
427810-061-140,"Kinder-Unterhemd, langarm, IVN BEST - rot melange/natur (9:9) - 140",61,rot melange/natur (9:9),140,4046304191934,15.25,36.6,61099020,0.1,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
427810-061-152,"Kinder-Unterhemd, langarm, IVN BEST - rot melange/natur (9:9) - 152",61,rot melange/natur (9:9),152,4046304191941,15.95,38.3,61099020,0.11,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
427810-061-176,"Kinder-Unterhemd, langarm, IVN BEST - rot melange/natur (9:9) - 176",61,rot melange/natur (9:9),176,4046304191965,17.35,41.65,61099020,0.13,wird zum 31.07.2021 aus dem Sortiment genommen,100% Schurwolle (kbT) Feinripp,IVN BEST
427810-061-92,"Kinder-Unterhemd, langarm, IVN BEST - rot melange/natur (9:9) - 92",61,rot melange/natur (9:9),92,4046304191897,10.95,26.3,61099020,0.06,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
427810-081-104,"Kinder-Unterhemd, langarm, IVN BEST - blau melange/natur (9:9) - 104",81,blau melange/natur (9:9),104,4046304191989,11.75,28.2,61099020,0.07,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
427810-081-116,"Kinder-Unterhemd, langarm, IVN BEST - blau melange/natur (9:9) - 116",81,blau melange/natur (9:9),116,4046304191996,12.55,30.1,61099020,0.08,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
427810-081-128,"Kinder-Unterhemd, langarm, IVN BEST - blau melange/natur (9:9) - 128",81,blau melange/natur (9:9),128,4046304192009,14.55,34.9,61099020,0.09,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
427810-081-140,"Kinder-Unterhemd, langarm, IVN BEST - blau melange/natur (9:9) - 140",81,blau melange/natur (9:9),140,4046304192016,15.25,36.6,61099020,0.1,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
427810-081-152,"Kinder-Unterhemd, langarm, IVN BEST - blau melange/natur (9:9) - 152",81,blau melange/natur (9:9),152,4046304192023,15.95,38.3,61099020,0.11,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
427810-081-92,"Kinder-Unterhemd, langarm, IVN BEST - blau melange/natur (9:9) - 92",81,blau melange/natur (9:9),92,4046304191972,10.95,26.3,61099020,0.06,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
429010-061-110116,"Baby-Body, langarm, IVN BEST - rot melange/natur (9:9) - 110/116",61,rot melange/natur (9:9),110116,4046304191699,15.45,37.1,61119019,0.124,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
429010-061-5056,"Baby-Body, langarm, IVN BEST - rot melange/natur (9:9) - 50/56",61,rot melange/natur (9:9),5056,4046304192221,10.45,25.1,61119019,0.079,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
429010-061-6268,"Baby-Body, langarm, IVN BEST - rot melange/natur (9:9) - 62/68",61,rot melange/natur (9:9),6268,4046304191651,11.45,27.5,61119019,0.082,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
429010-061-7480,"Baby-Body, langarm, IVN BEST - rot melange/natur (9:9) - 74/80",61,rot melange/natur (9:9),7480,4046304191668,12.45,29.9,61119019,0.091,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
429010-061-8692,"Baby-Body, langarm, IVN BEST - rot melange/natur (9:9) - 86/92",61,rot melange/natur (9:9),8692,4046304191675,13.45,32.3,61119019,0.092,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
429010-061-98104,"Baby-Body, langarm, IVN BEST - rot melange/natur (9:9) - 98/104",61,rot melange/natur (9:9),98104,4046304191682,14.45,34.7,61119019,0.109,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
429010-081-110116,"Baby-Body, langarm, IVN BEST - blau melange/natur (9:9) - 110/116",81,blau melange/natur (9:9),110116,4046304191743,15.45,37.1,61119019,0.124,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
429010-081-5056,"Baby-Body, langarm, IVN BEST - blau melange/natur (9:9) - 50/56",81,blau melange/natur (9:9),5056,4046304192238,10.45,25.1,61119019,0.079,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
429010-081-6268,"Baby-Body, langarm, IVN BEST - blau melange/natur (9:9) - 62/68",81,blau melange/natur (9:9),6268,4046304191705,11.45,27.5,61119019,0.082,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
429010-081-7480,"Baby-Body, langarm, IVN BEST - blau melange/natur (9:9) - 74/80",81,blau melange/natur (9:9),7480,4046304191712,12.45,29.9,61119019,0.091,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
429010-081-8692,"Baby-Body, langarm, IVN BEST - blau melange/natur (9:9) - 86/92",81,blau melange/natur (9:9),8692,4046304191729,13.45,32.3,61119019,0.092,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
